posterior_sample,level,risk
170,alta,0.6366039514541626
171,baixa,0.6901330351829529
171,media,0.6663833856582642
171,alta,0.6362758278846741
172,baixa,0.6903562545776367
172,media,0.667179524898529
172,alta,0.6354543566703796
173,baixa,0.690689206123352
173,media,0.6666842103004456
173,alta,0.6376006603240967
174,baixa,0.6889429092407227
174,media,0.6653905510902405
174,alta,0.6339410543441772
175,baixa,0.6910060048103333
175,media,0.6665450930595398
175,alta,0.6373093724250793
176,baixa,0.6892884373664856
176,media,0.666304886341095
176,alta,0.6349404454231262
177,baixa,0.6907839179039001
177,media,0.6670379042625427
177,alta,0.6368132829666138
178,baixa,0.6898816227912903
178,media,0.6666237115859985
178,alta,0.6348174810409546
179,baixa,0.6901761293411255
179,media,0.6670472621917725
179,alta,0.6357083320617676
180,baixa,0.6902770400047302
180,media,0.6672677993774414
180,alta,0.6364821791648865
181,baixa,0.6911165118217468
181,media,0.6677534580230713
181,alta,0.6360490918159485
182,baixa,0.691196620464325
182,media,0.6677221059799194
182,alta,0.6376333832740784
183,baixa,0.6921180486679077
183,media,0.6687434911727905
183,alta,0.6379434466362
184,baixa,0.6916738748550415
184,media,0.6681730151176453
184,alta,0.6378594040870667
185,baixa,0.6916081309318542
185,media,0.6676343083381653
185,alta,0.6371703743934631
186,baixa,0.689686119556427
186,media,0.6668198704719543
186,alta,0.6350606679916382
187,baixa,0.6909069418907166
187,media,0.666863203048706
187,alta,0.6369351744651794
188,baixa,0.688251256942749
188,media,0.6642813086509705
188,alta,0.6338915228843689
189,baixa,0.6899658441543579
189,media,0.6666810512542725
189,alta,0.6354917287826538
190,baixa,0.6909545063972473
190,media,0.6672081351280212
190,alta,0.6370734572410583
191,baixa,0.6903204321861267
191,media,0.6672117114067078
191,alta,0.6350400447845459
192,baixa,0.6892911791801453
192,media,0.6662741303443909
192,alta,0.6338253617286682
193,baixa,0.6900597214698792
193,media,0.6668890714645386
193,alta,0.6365556120872498
194,baixa,0.6901654005050659
194,media,0.6662992835044861
194,alta,0.6358943581581116
195,baixa,0.6904436945915222
195,media,0.6670325398445129
195,alta,0.6352481842041016
196,baixa,0.6905247569084167
196,media,0.6663641333580017
196,alta,0.6367893218994141
197,baixa,0.6896691918373108
197,media,0.6659102439880371
197,alta,0.6351380944252014
198,baixa,0.690887987613678
198,media,0.6675662994384766
198,alta,0.637364387512207
199,baixa,0.6910169720649719
199,media,0.6675717830657959
199,alta,0.6367924213409424
200,baixa,0.6900803446769714
200,media,0.6661919355392456
200,alta,0.635558545589447
201,baixa,0.6908803582191467
201,media,0.6669886708259583
201,alta,0.635944128036499
202,baixa,0.689184844493866
202,media,0.6654452085494995
202,alta,0.6348751187324524
203,baixa,0.6902338266372681
203,media,0.6663662791252136
203,alta,0.635968804359436
204,baixa,0.6894621253013611
204,media,0.665341317653656
204,alta,0.6349449157714844
205,baixa,0.6896582841873169
205,media,0.6662650108337402
205,alta,0.6349986791610718
206,baixa,0.6894865036010742
206,media,0.6651260852813721
206,alta,0.6351765394210815
207,baixa,0.690497100353241
207,media,0.6661080718040466
207,alta,0.6365747451782227
208,baixa,0.6888850927352905
208,media,0.6650005578994751
208,alta,0.634124219417572
209,baixa,0.6900069713592529
209,media,0.6657018065452576
209,alta,0.6350741386413574
210,baixa,0.6913321018218994
210,media,0.667641818523407
210,alta,0.6372226476669312
211,baixa,0.6920745968818665
211,media,0.669492781162262
211,alta,0.6376912593841553
212,baixa,0.6874040365219116
212,media,0.6633594036102295
212,alta,0.6327837109565735
213,baixa,0.6908387541770935
213,media,0.6670215725898743
213,alta,0.6367219686508179
214,baixa,0.6891787648200989
214,media,0.6657984852790833
214,alta,0.6345694065093994
215,baixa,0.6905089020729065
215,media,0.6668052673339844
215,alta,0.636411726474762
216,baixa,0.6897253394126892
216,media,0.6658633351325989
216,alta,0.6348387598991394
217,baixa,0.6899582147598267
217,media,0.6662699580192566
217,alta,0.6349307894706726
218,baixa,0.6892993450164795
218,media,0.6658937335014343
218,alta,0.6350690722465515
219,baixa,0.6894556879997253
219,media,0.6663525104522705
219,alta,0.6335238814353943
220,baixa,0.68965744972229
220,media,0.6658912301063538
220,alta,0.6350099444389343
221,baixa,0.6904419660568237
221,media,0.6668646931648254
221,alta,0.6354947090148926
222,baixa,0.6895236372947693
222,media,0.665889322757721
222,alta,0.6352925300598145
223,baixa,0.691503643989563
223,media,0.6682194471359253
223,alta,0.6374605298042297
